date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:44	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6432e97a545aff0f84ed68ad	F:website/My%20project/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8f901.js	(from https://bluzelle.com/)
10:16:45	749284/749284	---M-Z	200	added ('OK')	text/javascript	etag:%22fe58e37563873bbb2440ddac179541a3%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/js/webflow.de58ce834.js	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/js/webflow.de58ce834.js	(from https://bluzelle.com/)
10:16:45	61069/61069	---M-Z	200	added ('OK')	application/javascript	etag:%226497e186-5e4f%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.5.0/gsap.min.js	F:website/My%20project/cdnjs.cloudflare.com/ajax/libs/gsap/3.5.0/gsap.min.js	(from https://bluzelle.com/)
10:16:46	50483/50483	---M-Z	200	added ('OK')	application/javascript	etag:%226497e186-31ce%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.5.0/ScrollTrigger.js	F:website/My%20project/cdnjs.cloudflare.com/ajax/libs/gsap/3.5.0/ScrollTrigger.js	(from https://bluzelle.com/)
10:16:47	822646/822646	---M--	200	added ('OK')	image/png	etag:%22787d597e5d4e79c4cd15efe1f4cd0933%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/64447c952491e73a756819af_untitled2%201.png	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/64447c952491e73a756819af_untitled2%201.png	(from https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/css/bluzelle.webflow.6202fdbd9.css)
10:16:48	18059/18059	---M--	200	added ('OK')	image/png	etag:%2263674957add01c001c2de95170afe66b%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de81156852b24c19177ec_binance.png	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de81156852b24c19177ec_binance.png	(from https://bluzelle.com/token)
10:16:48	3465042/3465042	---M--	200	added ('OK')	image/png	etag:%22afd8adfa603a1af91f4ab11f6081d80e%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/64544b9a051ef3ccc4489676_Screenshot%202023-05-04%20at%205.18.58%20PM.png	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/64544b9a051ef3ccc4489676_Screenshot%202023-05-04%20at%205.18.58%20PM.png	(from https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/css/bluzelle.webflow.6202fdbd9.css)
10:16:48	15714/15714	---M--	200	added ('OK')	image/png	etag:%2261929a87f49f523eefd7c09b83de7851%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de8177cd2c3be5443580e_huobi.png	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de8177cd2c3be5443580e_huobi.png	(from https://bluzelle.com/token)
10:16:48	18526/18526	---M--	200	added ('OK')	image/png	etag:%2221cacb2c0f6a13eaae5465f372cf8391%22	https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de81f6aae4258fab4ad24_uniswap.png	F:website/My%20project/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/644de81f6aae4258fab4ad24_uniswap.png	(from https://bluzelle.com/token)
10:16:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2020%20Aug%202023%2004:46:50%20GMT	https://bluzelle.com/%22https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/646ac561dfe23930835897a6_videoplayback-poster-00001.jpg%22	F:website/My%20project/bluzelle.com/_https_/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/646ac561dfe23930835897a6_videoplayback-poster-00001.jpg_	(from https://bluzelle.com/)
10:16:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2020%20Aug%202023%2004:46:50%20GMT	https://bluzelle.com/%22https://uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/646ac561dfe23930835897a6_videoplayback-poster-00001.jpg%22	F:website/My%20project/bluzelle.com/_https_/uploads-ssl.webflow.com/6432e97a545aff0f84ed68ad/646ac561dfe23930835897a6_videoplayback-poster-00001.jpg_	(from https://bluzelle.com/)
